Zdroj;čas;prefix address;prefix mask;metrika;next-hop;;;
B;1w6d;5.156.76.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.77.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.78.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.79.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.80.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.81.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.82.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.83.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.84.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.85.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.86.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.87.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.88.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.89.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.90.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.91.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.92.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.93.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.94.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.95.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.96.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.97.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.98.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.99.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.100.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.101.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.102.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.103.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.104.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.105.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.106.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.107.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.108.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.109.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.110.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.111.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.112.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.113.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.114.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.115.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.116.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.117.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.118.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.119.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.120.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.121.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.122.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.123.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.124.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.125.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.126.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.127.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.128.0;19;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.128.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.129.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.130.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.131.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.132.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.133.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.134.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.135.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.136.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.137.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.138.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.139.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.140.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.141.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.142.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.143.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.144.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.145.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.146.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.147.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.148.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.149.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.150.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.151.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.152.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.153.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.154.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.155.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.156.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.157.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.158.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w6d;5.156.159.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w2d;5.156.160.0;19;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.160.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.161.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.162.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.163.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.164.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.165.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.166.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.167.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.168.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.169.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.170.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.171.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.172.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.173.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.174.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.175.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.176.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.177.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.178.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.179.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.180.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.181.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.182.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.183.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.184.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.185.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.186.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.187.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.188.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.189.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.190.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.191.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.192.0;19;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.192.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.193.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.194.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.195.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.196.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.197.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.198.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.199.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.200.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.201.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.202.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.203.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.204.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.205.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.206.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.207.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.208.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.209.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.210.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.211.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.212.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.213.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.214.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.215.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.216.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.217.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.218.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.219.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.220.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.221.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.222.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.223.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.224.0;19;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.224.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.225.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.226.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.227.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.228.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.229.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.230.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.231.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.232.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.233.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.234.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.235.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.236.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.237.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.238.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.239.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.240.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.241.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.242.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.243.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.244.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.245.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.246.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.247.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.248.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.249.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.250.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.251.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.252.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.253.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.254.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1w2d;5.156.255.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;1d21h;5.157.0.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.1.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1w0d;5.157.2.0;23;[20/0];via 94.142.247.3;1w0d;168:00:00;604800
B;1d21h;5.157.4.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.5.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.6.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.7.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.8.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.9.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.10.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.11.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.12.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.13.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.14.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.15.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.16.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.17.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.18.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.19.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.20.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.21.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.22.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;2w5d;5.157.23.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.157.24.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.25.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.26.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.27.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.28.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.29.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1w3d;5.157.30.0;24;[20/0];via 64.71.137.241;1w3d;240:00:00;864000
B;2d00h;5.157.31.0;24;[20/0];via 64.71.137.241;2d00h;48:00:00;172800
B;2w5d;5.157.32.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.157.33.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d23h;5.157.34.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.35.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.36.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.37.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.38.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.39.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.40.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.41.0;24;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;1d23h;5.157.42.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;2w5d;5.157.43.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.44.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.45.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.46.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.47.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.48.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.49.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d21h;5.157.50.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.51.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d21h;5.157.52.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.53.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d21h;5.157.54.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;2w5d;5.157.55.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;13:42:50;5.157.56.0;24;[20/10];via 89.149.178.10;13:42:50;13:42:50;49370
B;1d21h;5.157.57.0;24;[20/0];via 64.71.137.241;1d21h;45:00:00;162000
B;1d23h;5.157.58.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.59.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.60.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.61.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.62.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.63.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;2w5d;5.157.64.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w6d;5.157.72.0;21;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2d20h;5.157.80.0;21;[20/0];via 4.68.4.46;2d20h;68:00:00;244800
B;2w5d;5.157.88.0;24;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;1d12h;5.157.96.0;19;[20/0];via 217.192.89.50;1d12h;36:00:00;129600
B;2w5d;5.157.128.0;24;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;5d22h;5.157.129.0;24;[20/0];via 193.0.0.56;5d22h;142:00:00;511200
B;5d22h;5.157.130.0;23;[20/0];via 193.0.0.56;5d22h;142:00:00;511200
B;2w5d;5.157.132.0;22;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w2d;5.157.136.0;21;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;1d23h;5.157.136.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;5.157.139.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;2w2d;5.157.144.0;21;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;2w5d;5.157.152.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w1d;5.157.160.0;22;[20/0];via 202.232.0.2;2w1d;360:00:00;1296000
B;1w1d;5.157.164.0;22;[20/0];via 4.68.4.46;1w1d;192:00:00;691200
B;2d07h;5.157.168.0;22;[20/0];via 4.68.4.46;2d07h;55:00:00;198000
B;2d07h;5.157.172.0;22;[20/0];via 4.68.4.46;2d07h;55:00:00;198000
B;2w5d;5.157.176.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w5d;5.157.184.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;1w1d;5.157.192.0;22;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;2w5d;5.157.196.0;22;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w5d;5.157.200.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w5d;5.157.208.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2d07h;5.157.216.0;22;[20/0];via 4.68.4.46;2d07h;55:00:00;198000
B;2d07h;5.157.220.0;22;[20/0];via 4.68.4.46;2d07h;55:00:00;198000
B;2w2d;5.157.224.0;22;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;2w5d;5.157.228.0;22;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w5d;5.157.232.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w2d;5.157.240.0;21;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;2w5d;5.157.248.0;21;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w5d;5.158.0.0;18;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2d11h;5.158.64.0;20;[20/0];via 94.142.247.3;2d11h;59:00:00;212400
B;2w5d;5.158.80.0;24;[20/0];via 217.192.89.50;2w5d;456:00:00;1641600
B;2w5d;5.158.81.0;24;[20/0];via 217.192.89.50;2w5d;456:00:00;1641600
B;2w3d;5.158.82.0;24;[20/0];via 64.71.137.241;2w3d;408:00:00;1468800
B;2w5d;5.158.83.0;24;[20/0];via 217.192.89.50;2w5d;456:00:00;1641600
B;2w3d;5.158.86.0;24;[20/0];via 64.71.137.241;2w3d;408:00:00;1468800
B;2w5d;5.158.87.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1w2d;5.158.88.0;21;[20/0];via 4.68.4.46;1w2d;216:00:00;777600
B;1w2d;5.158.96.0;19;[20/0];via 4.68.4.46;1w2d;216:00:00;777600
B;1w2d;5.158.128.0;18;[20/0];via 193.0.0.56;1w2d;216:00:00;777600
B;1w2d;5.158.128.0;19;[20/0];via 193.0.0.56;1w2d;216:00:00;777600
B;1w2d;5.158.160.0;19;[20/0];via 193.0.0.56;1w2d;216:00:00;777600
B;2w6d;5.158.192.0;21;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w5d;5.158.200.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.201.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.202.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.203.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.204.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.205.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.158.206.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1w6d;5.158.207.0;24;[20/0];via 193.0.0.56;1w6d;312:00:00;1123200
