Zdroj;čas;prefix address;prefix mask;metrika;next-hop;;;
B;1d23h;8.42.68.0;22;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;8.42.68.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;8.42.69.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;8.42.70.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d23h;8.42.71.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;2w6d;8.42.76.0;22;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.42.80.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.88.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.90.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.98.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;1w2d;8.42.99.0;24;[20/0];via 4.68.4.46;1w2d;216:00:00;777600
B;2w6d;8.42.104.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w0d;8.42.107.0;24;[20/0];via 64.71.137.241;1w0d;168:00:00;604800
B;6d09h;8.42.112.0;20;[20/0];via 217.192.89.50;6d09h;153:00:00;550800
B;2w6d;8.42.144.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.145.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w0d;8.42.146.0;23;[20/0];via 64.71.137.241;1w0d;168:00:00;604800
B;1w0d;8.42.148.0;23;[20/0];via 64.71.137.241;1w0d;168:00:00;604800
B;2w6d;8.42.150.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.161.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w6d;8.42.162.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.163.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.164.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w5d;8.42.168.0;24;[20/0];via 12.0.1.63;2w5d;456:00:00;1641600
B;2w6d;8.42.170.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;5d21h;8.42.171.0;24;[20/0];via 206.24.210.80;5d21h;141:00:00;507600
B;2w6d;8.42.172.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;6w6d;8.42.174.0;24;[20/0];via 12.0.1.63;6w6d;1152:00:00;4147200
B;2w6d;8.42.176.0;20;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.42.195.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.198.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.42.200.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.201.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.203.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.204.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.42.206.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.207.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2d20h;8.42.208.0;21;[20/5402];via 208.51.134.254;2d20h;68:00:00;244800
B;1w6d;8.42.208.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;2w1d;8.42.209.0;24;[20/0];via 12.0.1.63;2w1d;360:00:00;1296000
B;2w6d;8.42.219.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w5d;8.42.220.0;22;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w2d;8.42.224.0;22;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;2w6d;8.42.224.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.225.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.226.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.227.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w2d;8.42.228.0;23;[20/0];via 64.71.137.241;2w2d;384:00:00;1382400
B;2w6d;8.42.228.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.229.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.230.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.232.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.234.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.42.235.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.236.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.237.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.42.238.0;23;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.42.238.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.42.239.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;3w2d;8.42.240.0;22;[20/0];via 12.0.1.63;3w2d;552:00:00;1987200
B;3w2d;8.42.240.0;24;[20/0];via 12.0.1.63;3w2d;552:00:00;1987200
B;3w2d;8.42.241.0;24;[20/0];via 12.0.1.63;3w2d;552:00:00;1987200
B;3w2d;8.42.243.0;24;[20/0];via 12.0.1.63;3w2d;552:00:00;1987200
B;2w0d;8.42.245.0;24;[20/0];via 64.71.137.241;2w0d;336:00:00;1209600
B;2d20h;8.42.246.0;23;[20/5402];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.42.249.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.22.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.23.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.25.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.40.0;23;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;2w6d;8.43.48.0;21;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.48.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.49.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.50.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.51.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.52.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.53.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.54.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.43.56.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.64.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.66.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.71.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.72.0;22;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;1d19h;8.43.76.0;24;[20/0];via 4.68.4.46;1d19h;43:00:00;154800
B;3w1d;8.43.77.0;24;[20/0];via 12.0.1.63;3w1d;528:00:00;1900800
B;2d20h;8.43.80.0;21;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;3w1d;8.43.80.0;24;[20/0];via 12.0.1.63;3w1d;528:00:00;1900800
B;6d23h;8.43.82.0;24;[20/724];via 144.228.241.130;6d23h;167:00:00;601200
B;3w2d;8.43.83.0;24;[20/0];via 12.0.1.63;3w2d;552:00:00;1987200
B;1w0d;8.43.84.0;22;[20/0];via 4.68.4.46;1w0d;168:00:00;604800
B;2d20h;8.43.88.0;21;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.43.90.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.43.93.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w3d;8.43.115.0;24;[20/0];via 12.0.1.63;6w3d;1080:00:00;3888000
B;2w6d;8.43.121.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w0d;8.43.122.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;8.43.123.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;6w6d;8.43.176.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;6w6d;8.43.177.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;6w3d;8.43.178.0;24;[20/0];via 12.0.1.63;6w3d;1080:00:00;3888000
B;6w6d;8.43.179.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;6w6d;8.43.188.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;6w6d;8.43.189.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;1w0d;8.43.224.0;24;[20/0];via 4.68.4.46;1w0d;168:00:00;604800
B;2w6d;8.43.225.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w2d;8.43.226.0;24;[20/0];via 4.68.4.46;2w2d;384:00:00;1382400
B;2w0d;8.44.0.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;8.44.1.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.44.2.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w6d;8.44.3.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.4.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.6.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2d20h;8.44.32.0;21;[20/0];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.44.40.0;21;[20/0];via 208.51.134.254;2d20h;68:00:00;244800
B;6d23h;8.44.44.0;24;[20/0];via 64.71.137.241;6d23h;167:00:00;601200
B;2d20h;8.44.48.0;21;[20/0];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.44.51.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w3d;8.44.52.0;24;[20/0];via 12.0.1.63;6w3d;1080:00:00;3888000
B;6w3d;8.44.53.0;24;[20/0];via 12.0.1.63;6w3d;1080:00:00;3888000
B;2w6d;8.44.54.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w3d;8.44.55.0;24;[20/0];via 12.0.1.63;6w3d;1080:00:00;3888000
B;2d11h;8.44.58.0;24;[20/0];via 64.71.137.241;2d11h;59:00:00;212400
B;1w0d;8.44.60.0;24;[20/0];via 12.0.1.63;1w0d;168:00:00;604800
B;1w6d;8.44.61.0;24;[20/0];via 64.71.137.241;1w6d;312:00:00;1123200
B;1w0d;8.44.62.0;24;[20/0];via 12.0.1.63;1w0d;168:00:00;604800
B;2w6d;8.44.63.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.80.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6d09h;8.44.88.192;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;2w1d;8.44.126.0;24;[20/0];via 12.0.1.63;2w1d;360:00:00;1296000
B;2d20h;8.44.136.0;21;[20/5251];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.44.137.0;24;[20/5251];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.44.139.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w5d;8.44.140.0;24;[20/0];via 12.0.1.63;2w5d;456:00:00;1641600
B;2w6d;8.44.141.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5d12h;8.44.142.0;24;[20/0];via 4.68.4.46;5d12h;132:00:00;475200
B;5d12h;8.44.143.0;24;[20/0];via 4.68.4.46;5d12h;132:00:00;475200
B;2w6d;8.44.144.0;20;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;5d06h;8.44.144.0;22;[20/0];via 64.71.137.241;5d06h;126:00:00;453600
B;5d06h;8.44.148.0;23;[20/0];via 64.71.137.241;5d06h;126:00:00;453600
B;5d05h;8.44.150.0;23;[20/0];via 64.71.137.241;5d05h;125:00:00;450000
B;2w6d;8.44.152.0;23;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;5d06h;8.44.154.0;23;[20/0];via 64.71.137.241;5d06h;126:00:00;453600
B;5d05h;8.44.156.0;23;[20/0];via 64.71.137.241;5d05h;125:00:00;450000
B;5d06h;8.44.158.0;24;[20/0];via 64.71.137.241;5d06h;126:00:00;453600
B;2w6d;8.44.159.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.44.162.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;3w1d;8.44.165.0;24;[20/0];via 203.181.248.195;3w1d;528:00:00;1900800
B;2w6d;8.44.169.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.177.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.182.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.192.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.198.0;23;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w6d;8.44.200.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.203.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w2d;8.44.204.0;24;[20/0];via 203.181.248.195;2w2d;384:00:00;1382400
B;2w6d;8.44.205.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w5d;8.44.206.0;24;[20/0];via 12.0.1.63;2w5d;456:00:00;1641600
B;2d20h;8.44.210.0;24;[20/0];via 37.139.139.17;2d20h;68:00:00;244800
B;2w6d;8.44.213.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4w1d;8.44.214.0;24;[20/0];via 12.0.1.63;4w1d;696:00:00;2505600
B;2w6d;8.44.216.0;21;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.216.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.217.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.218.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.219.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.220.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.221.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.222.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.223.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.44.225.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w5d;8.44.227.0;24;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w6d;8.44.231.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;6w6d;8.44.233.0;24;[20/0];via 12.0.1.63;6w6d;1152:00:00;4147200
B;2w6d;8.44.235.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.236.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.246.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.44.247.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1d04h;8.45.0.0;20;[20/0];via 4.68.4.46;1d04h;28:00:00;100800
B;1w2d;8.45.6.0;24;[20/0];via 64.71.137.241;1w2d;216:00:00;777600
B;2w6d;8.45.16.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4d22h;8.45.18.0;24;[20/0];via 4.68.4.46;4d22h;118:00:00;424800
B;2w3d;8.45.30.0;24;[20/0];via 4.68.4.46;2w3d;408:00:00;1468800
B;6w6d;8.45.41.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;6w6d;8.45.43.0;24;[20/0];via 12.0.1.63;6w6d;1152:00:00;4147200
B;2w6d;8.45.44.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.45.0;24;[20/0];via 209.124.176.223;2w6d;480:00:00;1728000
B;1w0d;8.45.46.0;24;[20/0];via 4.68.4.46;1w0d;168:00:00;604800
B;2w6d;8.45.47.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w6d;8.45.52.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.53.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.54.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.55.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.61.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6d09h;8.45.64.0;20;[20/0];via 217.192.89.50;6d09h;153:00:00;550800
B;6d09h;8.45.82.48;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.82.64;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.87.176;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;2w6d;8.45.97.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1d21h;8.45.98.0;23;[20/0];via 4.68.4.46;1d21h;45:00:00;162000
B;2w6d;8.45.100.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.101.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.102.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.45.104.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.105.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.108.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.45.111.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.112.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4d11h;8.45.114.0;24;[20/0];via 4.68.4.46;4d11h;107:00:00;385200
B;2w6d;8.45.119.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;12:08:53;8.45.124.0;24;[20/0];via 4.68.4.46;12:08:53;12:08:53;43733
B;2w1d;8.45.127.0;24;[20/0];via 12.0.1.63;2w1d;360:00:00;1296000
B;2w6d;8.45.131.0;24;[20/0];via 202.232.0.2;2w6d;480:00:00;1728000
B;2w6d;8.45.133.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.134.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.136.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;2w6d;8.45.141.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;2w6d;8.45.142.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.145.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.45.146.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;8.45.147.0;24;[20/0];via 12.0.1.63;6w6d;1152:00:00;4147200
B;2w6d;8.45.149.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.45.156.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;1w5d;8.45.162.0;24;[20/0];via 4.68.4.46;1w5d;288:00:00;1036800
B;2w5d;8.45.163.0;24;[20/0];via 206.24.210.80;2w5d;456:00:00;1641600
B;2d03h;8.45.168.0;21;[20/5170];via 208.51.134.254;2d03h;51:00:00;183600
B;2w6d;8.45.172.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
B;2w6d;8.45.176.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6d09h;8.45.192.208;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.212.168;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.227.120;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.238.232;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.242.248;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.243.0;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.243.96;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;6d09h;8.45.244.0;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;2w6d;8.46.32.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w1d;8.46.33.0;24;[20/0];via 64.71.137.241;2w1d;360:00:00;1296000
B;2w6d;8.46.36.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2d20h;8.46.40.0;21;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.46.40.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.41.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.42.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;6w6d;8.46.43.0;24;[20/0];via 162.250.137.254;6w6d;1152:00:00;4147200
B;2w6d;8.46.44.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2d20h;8.46.46.0;24;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.46.51.0;24;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.46.54.0;23;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.46.57.0;24;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;2d20h;8.46.58.0;24;[20/5671];via 208.51.134.254;2d20h;68:00:00;244800
B;1d21h;8.46.60.0;23;[20/0];via 4.68.4.46;1d21h;45:00:00;162000
B;1d06h;8.46.63.0;24;[20/0];via 4.68.4.46;1d06h;30:00:00;108000
B;2w6d;8.46.64.0;21;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2d20h;8.46.80.0;21;[20/5251];via 208.51.134.254;2d20h;68:00:00;244800
B;2w6d;8.46.80.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.81.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2d20h;8.46.83.0;24;[20/5251];via 208.51.134.254;2d20h;68:00:00;244800
B;6d09h;8.46.84.192;29;[20/0];via 162.250.137.254;6d09h;153:00:00;550800
B;2w6d;8.46.88.0;21;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;5d06h;8.46.88.0;22;[20/0];via 64.71.137.241;5d06h;126:00:00;453600
B;5d05h;8.46.92.0;22;[20/0];via 64.71.137.241;5d05h;125:00:00;450000
B;2w6d;8.46.112.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2w6d;8.46.113.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.114.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.115.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;1w0d;8.46.117.0;24;[20/0];via 12.0.1.63;1w0d;168:00:00;604800
B;1w2d;8.46.118.0;24;[20/0];via 4.68.4.46;1w2d;216:00:00;777600
B;1d23h;8.46.119.0;24;[20/10];via 89.149.178.10;1d23h;47:00:00;169200
B;1d11h;8.46.121.0;24;[20/0];via 4.68.4.46;1d11h;35:00:00;126000
B;2w6d;8.46.130.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.143.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.172.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.173.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.46.200.0;21;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.200.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.201.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.202.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.203.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.204.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.205.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.206.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.46.207.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;1w3d;8.46.247.0;24;[20/0];via 4.68.4.46;1w3d;240:00:00;864000
B;2w6d;8.47.2.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.47.3.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;8.47.8.0;24;[20/0];via 12.0.1.63;6w6d;1152:00:00;4147200
B;2w6d;8.47.9.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;8.47.10.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w5d;8.47.12.0;24;[20/0];via 64.71.137.241;1w5d;288:00:00;1036800
B;1w6d;8.47.13.0;24;[20/0];via 12.0.1.63;1w6d;312:00:00;1123200
B;5d13h;8.47.14.0;24;[20/0];via 4.68.4.46;5d13h;133:00:00;478800
B;6w6d;8.47.15.0;24;[20/0];via 202.232.0.2;6w6d;1152:00:00;4147200
B;2w6d;8.47.17.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;8.47.20.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w1d;8.47.21.0;24;[20/0];via 4.68.4.46;1w1d;192:00:00;691200
B;2w6d;8.47.23.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w5d;8.47.24.0;24;[20/0];via 4.68.4.46;2w5d;456:00:00;1641600
B;2w6d;8.47.25.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2d20h;8.47.26.0;24;[20/5402];via 208.51.134.254;2d20h;68:00:00;244800
